sku,name,store_view_code,description,series_description,short_description
NTH1215MC-R,NTH1215MC-R,,"&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output SM 1kVDC, DC-DC Converters, 10.8-13.2V Input","The NTH series of miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The component lead termination of this product range is lead-free compatible, therefore the converter can be soldered in a lead-free soldering process. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.","&plusmn;15V &plusmn;67mA, Isolated 2W Dual Output SM 1kVDC, DC-DC Converters, 10.8-13.2V Input"
NTV0505MC,NTV0505MC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0505MC-R,NTV0505MC-R,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0509MC,NTV0509MC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0509MC-R,NTV0509MC-R,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0512MC,NTV0512MC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0512MC-R,NTV0512MC-R,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0515MC,NTV0515MC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV0515MC-R,NTV0515MC-R,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 4.5-5.5V input"
NTV1205MC,NTV1205MC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1205MC-R,NTV1205MC-R,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1209MC,NTV1209MC,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1209MC-R,NTV1209MC-R,,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1212MC,NTV1212MC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1212MC-R,NTV1212MC-R,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1215MC,NTV1215MC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NTV1215MC-R,NTV1215MC-R,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input",The NTV series of 3kV isolation miniature surface mounted DC-DC converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output SM 3kVDC, DC-DC Converters, 10.8-13.2V input"
NXE1S0305MC,NXE1S0305MC,,"5V 200mA, Isolated 1W Input Single Output DC-DC Converter 3kVDC, 2.97-3.63V Input","The NXE1 series is a new range of low cost, lower profile, fully automated manufacture surface mount DC-DC converters. The NXE1 series automated manufacturing process with substrate Embedded Transformer, offers increased product reliability and repeatability of performance in a halogen free, iLGA inspectable package. The NXE1 series, industry standard footprint is compatible with existing designs. The NXE1 series has a MSL rating 2, and is compatible with a peak reflow solder temperature of 245&deg;C as per J-STD-020 and J-STD-075.","5V 200mA, Isolated 1W Input Single Output DC-DC Converter 3kVDC, 2.97-3.63V Input"
NTE0303MC,NTE0303MC,,"3.3V 303mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input",The NTE series of miniature surface mounted DC-DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"3.3V 303mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input"
NTE0303MC-R,NTE0303MC-R,,"3.3V 303mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input, Tape and Reel format",The NTE series of miniature surface mounted DC-DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"3.3V 303mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input, Tape and Reel format"
NTE0305MC,NTE0305MC,,"5V 200mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input",The NTE series of miniature surface mounted DC-DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"5V 200mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input"
NTE0305MC-R,NTE0305MC-R,,"5V 200mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input, Tape and Reel format",The NTE series of miniature surface mounted DC-DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"5V 200mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input, Tape and Reel format"
NTE0309MC,NTE0309MC,,"9V 111mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input",The NTE series of miniature surface mounted DC-DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,"9V 111mA, Single Output Isolated 1kVDC, DC-DC Converter, 2.97-3.63V Input"
