sku,store_view_code,description,series_description,short_description
MEA1D1212SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input"
MEA1D1215DC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input"
MEA1D1215SC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 10.8-13.2V Input"
MEA1D1505DC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1505SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1509DC,,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1509SC,,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1512DC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1512SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1515DC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D1515SC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 13.5-16.5V Input"
MEA1D2405DC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2405SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2409DC,,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2409SC,,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2412DC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2412SC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
